,pred
3235,0.4358836
3236,0.53365517
3237,0.43228322
3238,0.5532903
3239,0.5419177
3240,0.6997916
3241,0.60108906
3242,0.43918568
3243,0.5401618
3244,0.82584107
3245,0.41605031
3246,0.48233333
3247,0.38271967
3248,0.49269354
3249,0.4089015
3250,0.39962137
3251,0.34052366
3252,0.60827595
3253,0.6673903
3254,0.64844084
3255,0.44834584
3256,0.3479519
3257,0.6006921
3258,0.42304477
3259,0.64715827
3260,0.5031655
3261,0.47524875
3262,0.5894643
3263,0.5103169
3264,0.48084262
3265,0.37713236
3266,0.40127963
3267,0.46361977
3268,0.6828165
3269,0.44854242
3270,0.51923573
3271,0.46325794
3272,0.44032893
3273,0.62822413
3274,0.46493137
3275,0.49946287
3276,0.47283226
3277,0.33750418
3278,0.49957192
3279,0.6265022
3280,0.608122
3281,0.17843764
3282,0.51459247
3283,0.52343875
3284,0.3344264
3285,0.44047487
3286,0.50902134
3287,0.46185645
3288,0.42847314
3289,0.23516898
3290,0.41074604
3291,0.36923197
3292,0.6192247
3293,0.1643487
3294,0.37749022
3295,0.54093945
3296,0.526709
3297,0.37819558
3298,0.5686914
3299,0.47786617
3300,0.66428906
3301,0.48811433
3302,0.5947674
3303,0.46455547
3304,0.4459248
3305,0.6420572
3306,0.23085932
3307,0.5058695
3308,0.5248067
3309,0.4723593
3310,0.4926083
3311,0.3232903
3312,0.48368984
3313,0.52463543
3314,0.42703635
3315,0.5355575
3316,0.40169865
3317,0.6966327
3318,0.5982025
3319,0.5158866
3320,0.39124268
3321,0.34640172
3322,0.32256383
3323,0.4670428
3324,0.6143656
3325,0.61192167
3326,0.4783724
3327,0.46813068
3328,0.64715827
3329,0.46501952
3330,0.929216
3331,0.52818364
3332,0.48868454
3333,0.47403753
3334,0.4670584
3335,0.4382263
3336,0.41866818
3337,0.5381822
3338,0.4964021
3339,0.49544796
3340,0.39296684
3341,0.3045122
3342,0.45933986
3343,0.6359589
3344,0.34996998
3345,0.7593614
3346,0.5164938
3347,0.5276306
3348,0.46413925
3349,0.60894287
3350,0.2452841
3351,0.40848488
3352,0.6258246
3353,0.59508735
3354,0.55765194
3355,0.46471703
3356,0.5107797
3357,0.5385083
3358,0.56969994
3359,0.39379787
3360,0.49502066
3361,0.45987695
3362,0.5801726
3363,0.591473
3364,0.43150467
3365,0.50945896
3366,0.5818756
3367,0.5934085
3368,0.43695483
3369,0.4739507
3370,0.4285268
3371,0.48704353
3372,0.36923197
3373,0.5087397
3374,0.67886394
3375,0.41606832
3376,0.4520715
3377,0.4122176
3378,0.44854242
3379,0.3989809
3380,0.57141566
3381,0.60937303
3382,0.63421184
3383,0.41370383
3384,0.4023719
3385,0.63412994
3386,0.35967532
3387,0.4658586
3388,0.17769326
3389,0.47187495
3390,0.48901772
3391,0.495457
3392,0.3622218
3393,0.14681055
3394,0.5428367
3395,0.4989977
3396,0.78598315
3397,0.31904483
3398,0.5996211
3399,0.5140805
3400,0.66460544
3401,0.45322973
3402,0.52477175
3403,0.4869378
3404,0.4976629
3405,0.42088464
3406,0.36202917
3407,0.50713795
3408,0.3643564
3409,0.56922364
3410,0.65408903
3411,0.27896908
3412,0.42847314
3413,0.4932007
3414,0.56969595
3415,0.531498
3416,0.62312675
3417,0.6697167
3418,0.67588025
3419,0.48922876
3420,0.45916528
3421,0.49337602
3422,0.46493137
3423,0.42935264
3424,0.4748562
3425,0.5108175
3426,0.5964642
3427,0.37189764
3428,0.6185922
3429,0.4300229
3430,0.56075823
3431,0.41226816
3432,0.51837057
3433,0.31636202
3434,0.26589516
3435,0.48245206
3436,0.40049216
3437,0.5616324
3438,0.48325372
3439,0.5713556
3440,0.3815626
3441,0.45282438
3442,0.30635437
3443,0.39119694
3444,0.45065406
3445,0.56364083
3446,0.3386801
3447,0.36389822
3448,0.5072322
3449,0.48997068
3450,0.37057674
3451,0.5631435
3452,0.5024959
3453,0.62662935
3454,0.44380686
3455,0.5044161
3456,0.6297777
3457,0.5132592
3458,0.72710973
3459,0.4151725
3460,0.5044161
3461,0.32116643
3462,0.7012533
3463,0.5054264
3464,0.40206277
3465,0.4662579
3466,0.5551598
3467,0.37452856
3468,0.40788004
3469,0.63323504
3470,0.44016013
3471,0.36101353
3472,0.3961066
3473,0.6111249
3474,0.58938587
3475,0.36571983
3476,0.5855395
3477,0.47482598
3478,0.48832324
3479,0.5417894
3480,0.39370537
3481,0.25188857
3482,0.43758926
3483,0.46076995
3484,0.54288477
3485,0.3693208
3486,0.42596924
3487,0.40555823
3488,0.8216937
3489,0.39889416
3490,0.45587248
3491,0.5901192
3492,0.47417772
3493,0.57478046
3494,0.51105505
3495,0.5058568
3496,0.576692
3497,0.4463221
3498,0.37810653
3499,0.4950632
3500,0.5360207
3501,0.44475633
3502,0.486273
3503,0.5993813
3504,0.29562396
3505,0.56732285
3506,0.6230471
3507,0.52435297
3508,0.35598347
3509,0.6381029
3510,0.5347035
3511,0.5478532
3512,0.44900298
3513,0.5246379
3514,0.5793451
3515,0.4430495
3516,0.13831887
3517,0.35600564
3518,0.5879044
3519,0.43581226
3520,0.10324439
3521,0.57822645
3522,0.7635438
3523,0.50180244
3524,0.45011538
3525,0.42990983
3526,0.43522668
3527,0.509401
3528,0.5953228
3529,0.41644797
3530,0.50746876
3531,0.6913215
3532,0.24422093
3533,0.66914546
3534,0.45587248
3535,0.4559141
3536,0.6770277
3537,0.5256558
3538,0.5146701
3539,0.4708044
3540,0.5035604
3541,0.44108197
3542,0.49015632
3543,0.447974
3544,0.4376357
3545,0.37721512
3546,0.5303187
3547,0.5060574
3548,0.50147486
3549,0.28952637
3550,0.4661612
3551,0.63533443
3552,0.7968431
3553,0.5689818
3554,0.40806782
3555,0.42115054
3556,0.34280774
3557,0.8242527
3558,0.407399
3559,0.4343915
3560,0.50711083
3561,0.5216003
3562,0.5992281
3563,0.4633253
3564,0.45284003
3565,0.30167517
3566,0.597393
3567,0.54940796
3568,0.5277383
3569,0.75472516
3570,0.38788137
3571,0.3598662
3572,0.4750796
3573,0.50297415
3574,0.38743794
3575,0.28639695
3576,0.6579981
3577,0.50601685
3578,0.39794832
3579,0.52820367
3580,0.6218664
3581,0.5314406
3582,0.47784925
3583,0.28284767
3584,0.5827139
3585,0.48995537
3586,0.67318916
3587,0.5158866
3588,0.46941876
3589,0.45149398
3590,0.7473901
3591,0.27886498
3592,0.506965
3593,0.4288087
3594,0.39794832
3595,0.46499932
3596,0.50659955
3597,0.5239734
3598,0.50581676
3599,0.5685756
3600,0.67803544
3601,0.5033402
3602,0.24713628
3603,0.2927892
3604,0.3804755
3605,0.6144176
3606,0.52847826
3607,0.47359636
3608,0.6507955
3609,0.55902886
3610,0.43174338
3611,0.16672258
3612,0.60894287
3613,0.51329786
3614,0.655702
3615,0.60649014
3616,0.5033402
3617,0.56267345
3618,0.6738655
3619,0.45181915
3620,0.56813544
3621,0.2547633
3622,0.6907992
3623,0.58206964
3624,0.5137742
3625,0.6042704
3626,0.6105335
3627,0.45988068
3628,0.107966684
3629,0.48917845
3630,0.2879181
3631,0.6677104
3632,0.4871103
3633,0.45088243
3634,0.6825187
3635,0.613829
3636,0.49013636
3637,0.50719476
3638,0.3852254
3639,0.5362859
3640,0.16256534
3641,0.5841348
3642,0.4917733
3643,0.35396883
3644,0.51465726
3645,0.6983779
3646,0.6010569
3647,0.69130313
3648,0.5290401
3649,0.36254072
3650,0.34319234
3651,0.5584309
3652,0.53904605
3653,0.63275677
3654,0.5158866
3655,0.72580177
3656,0.37634528
3657,0.28634223
3658,0.58934927
3659,0.6235382
3660,0.7980756
3661,0.61986226
3662,0.52996165
3663,0.35178643
3664,0.41194147
3665,0.717581
3666,0.5843794
3667,0.45692125
3668,0.5727246
3669,0.5971526
3670,0.35890126
3671,0.35355687
3672,0.59422725
3673,0.5426942
3674,0.5197514
3675,0.41074768
3676,0.44996953
3677,0.42804706
3678,0.5849531
3679,0.6507955
3680,0.617435
3681,0.661849
3682,0.31358838
3683,0.26591036
3684,0.65055233
3685,0.5452335
3686,0.51875556
3687,0.6071474
3688,0.4690008
3689,0.40553412
3690,0.37832418
3691,0.62312675
3692,0.4073627
3693,0.48308235
3694,0.44729048
3695,0.57146996
3696,0.34721968
3697,0.4632581
3698,0.30300108
3699,0.3322144
3700,0.48341417
3701,0.257838
3702,0.6181752
3703,0.4141601
3704,0.7368956
3705,0.55031013
3706,0.6435153
3707,0.3885811
3708,0.46028608
3709,0.3242482
3710,0.5280463
3711,0.3926852
3712,0.85921824
3713,0.415728
3714,0.6247333
3715,0.33218738
3716,0.65706086
3717,0.5814585
3718,0.54566705
3719,0.5917991
3720,0.5640086
3721,0.5465219
3722,0.372138
3723,0.59671056
3724,0.5763242
3725,0.5184527
3726,0.34566244
3727,0.5003803
3728,0.3792192
3729,0.43019375
3730,0.586403
3731,0.35461244
3732,0.3047834
3733,0.5198709
3734,0.48048428
3735,0.45802695
3736,0.50077033
3737,0.57476777
3738,0.46083534
3739,0.50720984
3740,0.3100594
3741,0.48288208
3742,0.76534283
3743,0.6814194
3744,0.4793539
3745,0.5807878
3746,0.49104178
3747,0.48942742
3748,0.6526971
3749,0.35982114
3750,0.54505813
3751,0.49547595
3752,0.58224344
3753,0.4979903
3754,0.6101412
3755,0.26322377
3756,0.1454895
3757,0.34021336
3758,0.5333
3759,0.3915832
3760,0.5673035
3761,0.5081615
3762,0.494259
3763,0.4740222
3764,0.23973578
3765,0.49923205
3766,0.5218654
3767,0.4639823
3768,0.5836725
3769,0.53707814
3770,0.40976596
3771,0.4358836
3772,0.23768596
3773,0.5642973
3774,0.495457
3775,0.3310834
3776,0.5219883
3777,0.28118923
3778,0.5956577
3779,0.559121
3780,0.44263884
3781,0.42721882
3782,0.52027136
3783,0.45326573
3784,0.44012702
3785,0.35286942
3786,0.52305484
3787,0.49098948
3788,0.45871854
3789,0.5134988
3790,0.48403326
3791,0.51729834
3792,0.49284914
3793,0.573825
3794,0.47655436
3795,0.47426856
3796,0.42506742
3797,0.5176109
3798,0.52720004
3799,0.6361725
3800,0.5024583
3801,0.4813394
3802,0.48704353
3803,0.407399
3804,0.57297885
3805,0.45799044
3806,0.53251696
3807,0.5593102
3808,0.540974
3809,0.53139114
3810,0.60889554
3811,0.5661279
3812,0.3887893
3813,0.39889416
3814,0.51653826
3815,0.5296778
3816,0.5264505
3817,0.47886372
3818,0.41299316
3819,0.7251703
3820,0.40246293
3821,0.37677813
3822,0.4632508
3823,0.45343262
3824,0.3299363
3825,0.17515041
3826,0.4299303
3827,0.5773304
3828,0.68862355
3829,0.44816762
3830,0.5345036
3831,0.59021807
3832,0.47566408
3833,0.19579881
3834,0.49817154
3835,0.34782177
3836,0.47831848
3837,0.6396408
3838,0.5033517
3839,0.5076983
3840,0.42704383
3841,0.42297179
3842,0.50550014
3843,0.41399252
3844,0.6289474
3845,0.46969268
3846,0.4234503
3847,0.28473356
3848,0.5286302
3849,0.49888894
3850,0.573852
3851,0.4001532
3852,0.49676046
3853,0.4961569
3854,0.53093857
3855,0.4400575
3856,0.5491784
3857,0.66044676
3858,0.42285737
3859,0.41992885
3860,0.54654765
3861,0.5581479
3862,0.44484347
3863,0.54052585
3864,0.46808812
3865,0.40546167
3866,0.63748413
3867,0.81981677
3868,0.6740567
3869,0.49288794
3870,0.4153742
3871,0.27790725
3872,0.5818983
3873,0.47247827
3874,0.5124579
3875,0.5297193
3876,0.4255727
3877,0.5428367
3878,0.6050894
3879,0.35210404
3880,0.48704353
3881,0.64048016
3882,0.4597343
3883,0.48871562
3884,0.5236541
3885,0.5007248
3886,0.26045722
3887,0.45633018
3888,0.7574147
3889,0.5984899
3890,0.5242159
3891,0.35445797
3892,0.47709918
3893,0.7070945
3894,0.681349
3895,0.45246896
3896,0.3004763
3897,0.5770626
3898,0.49729827
3899,0.4664486
3900,0.4141601
3901,0.36571136
3902,0.40145692
3903,0.44116372
3904,0.5373425
3905,0.53291637
3906,0.58465916
3907,0.34165493
3908,0.6509128
3909,0.39386708
3910,0.5153487
3911,0.33160987
3912,0.57599
3913,0.54100096
3914,0.50752866
3915,0.30220434
3916,0.22758089
3917,0.63517934
3918,0.20729573
3919,0.5192534
3920,0.50126386
3921,0.55679095
3922,0.65378976
3923,0.48005357
3924,0.4522817
3925,0.4464155
3926,0.44510826
3927,0.3109603
3928,0.4220742
3929,0.17656374
3930,0.56352836
3931,0.35817528
3932,0.59270084
3933,0.6530116
3934,0.53186613
3935,0.31423724
3936,0.43310156
3937,0.48195687
3938,0.5046002
3939,0.3695576
3940,0.41384315
3941,0.49692008
3942,0.36933446
3943,0.607356
3944,0.5450188
3945,0.49775764
3946,0.50581676
3947,0.4895656
3948,0.37375203
3949,0.50840324
3950,0.49203464
3951,0.5914708
3952,0.19230121
3953,0.3255643
3954,0.4679625
3955,0.36365494
3956,0.4878925
3957,0.42557046
3958,0.6420923
3959,0.63144684
3960,0.52123886
3961,0.24285436
3962,0.62662935
3963,0.5484558
3964,0.44262913
3965,0.52898204
3966,0.5172289
3967,0.33655456
3968,0.6825187
3969,0.55816334
3970,0.33108866
3971,0.2523598
3972,0.503198
3973,0.45802242
3974,0.6967608
3975,0.5565539
3976,0.43878084
3977,0.563299
3978,0.48192433
3979,0.45146146
3980,0.63517934
3981,0.46379432
3982,0.70107126
3983,0.44477445
3984,0.5894651
3985,0.45555836
3986,0.45651335
3987,0.62207204
3988,0.5638542
3989,0.61057013
3990,0.72774714
3991,0.34048107
3992,0.62822413
3993,0.6806418
3994,0.5652753
3995,0.5996211
3996,0.67803544
3997,0.64354277
3998,0.39212435
3999,0.62745196
4000,0.46368337
4001,0.45316315
4002,0.23903532
4003,0.54523456
4004,0.44077566
4005,0.46749797
4006,0.41531488
4007,0.40035018
4008,0.5564402
4009,0.47746146
4010,0.5380585
4011,0.5754958
4012,0.7368472
4013,0.29314286
4014,0.5193983
4015,0.53251463
4016,0.48368707
4017,0.6659493
4018,0.43921086
4019,0.4961569
4020,0.56490785
4021,0.4922036
4022,0.51659364
4023,0.69534755
4024,0.7674462
4025,0.50061584
4026,0.32120094
4027,0.5435756
4028,0.44047487
4029,0.30167517
4030,0.5073326
4031,0.38786954
4032,0.6192603
4033,0.55542874
4034,0.4652549
4035,0.7196924
4036,0.55816334
4037,0.5184173
4038,0.49905765
4039,0.4480405
4040,0.51452994
4041,0.4690008
4042,0.48724875
4043,0.5843794
4044,0.46139318
4045,0.34165493
4046,0.5759791
4047,0.3787673
4048,0.4953629
4049,0.53712416
4050,0.26125753
4051,0.5686106
4052,0.33786288
4053,0.5049585
4054,0.3919256
4055,0.58505476
4056,0.5589073
4057,0.5289097
4058,0.5153473
4059,0.5414656
4060,0.45100015
4061,0.64092714
4062,0.4875091
4063,0.45912224
4064,0.41839346
4065,0.4920148
4066,0.27790725
4067,0.4652669
4068,0.7635438
4069,0.45364797
4070,0.49067143
4071,0.548539
4072,0.5698652
4073,0.5972879
4074,0.45933986
4075,0.43969253
4076,0.5478959
4077,0.47511584
4078,0.31439248
4079,0.44811165
4080,0.3492891
4081,0.5214653
4082,0.49222368
4083,0.6605202
4084,0.4559141
4085,0.5521874
4086,0.52638215
4087,0.52430975
4088,0.7081809
4089,0.35446778
4090,0.68348753
4091,0.69130313
4092,0.6688955
4093,0.58797246
4094,0.6205379
4095,0.64881235
4096,0.5732753
4097,0.52465254
4098,0.5015597
4099,0.64537066
4100,0.51401186
4101,0.4464155
4102,0.642967
4103,0.35557625
4104,0.49104178
4105,0.47276878
4106,0.5494391
4107,0.5554829
4108,0.50994724
4109,0.47553986
4110,0.47973406
4111,0.483671
4112,0.5575664
4113,0.57751423
4114,0.5047958
4115,0.45002866
4116,0.5137125
4117,0.39085114
4118,0.34688285
4119,0.708226
4120,0.45777652
4121,0.42423326
4122,0.4739507
4123,0.57146996
4124,0.555701
4125,0.5451036
4126,0.4906204
4127,0.4288095
4128,0.43327537
4129,0.4753123
4130,0.7651432
4131,0.26010624
4132,0.3211851
4133,0.58551896
4134,0.5759791
4135,0.7598124
4136,0.47546294
4137,0.43536955
4138,0.48892525
4139,0.51061594
4140,0.35751265
4141,0.5972759
4142,0.5889057
4143,0.5558869
4144,0.41048247
4145,0.6205379
4146,0.5015597
4147,0.48917845
4148,0.47566408
4149,0.49029613
4150,0.48540607
4151,0.36371252
4152,0.48277402
4153,0.32850292
4154,0.6330391
4155,0.42990983
4156,0.6780432
4157,0.56384164
4158,0.6244392
4159,0.49432802
4160,0.43005192
4161,0.26747826
4162,0.5187989
4163,0.5444076
4164,0.57822645
4165,0.513525
4166,0.35229814
4167,0.65589714
4168,0.6861938
4169,0.612414
4170,0.65000486
4171,0.4950632
4172,0.35453624
4173,0.6381902
4174,0.3542186
4175,0.66914546
4176,0.35243177
4177,0.31439248
4178,0.86641973
4179,0.5165412
4180,0.46268007
4181,0.17656374
4182,0.5208677
4183,0.5951974
4184,0.42088464
4185,0.61547357
4186,0.58340037
4187,0.5732471
4188,0.51355714
4189,0.4597343
4190,0.6006921
4191,0.52581924
4192,0.37185097
4193,0.5436331
4194,0.5056627
4195,0.3005141
4196,0.15997033
4197,0.5960282
4198,0.44395238
4199,0.55560434
4200,0.5167374
4201,0.48922876
4202,0.35967532
4203,0.5609633
4204,0.39975554
4205,0.6507955
4206,0.4802892
4207,0.5400213
4208,0.360225
4209,0.4895656
4210,0.5311211
4211,0.49789035
4212,0.5295596
4213,0.32751298
4214,0.4252067
4215,0.51164347
4216,0.3816501
4217,0.6359589
4218,0.52258503
4219,0.69213045
4220,0.47705764
4221,0.35736173
4222,0.41727817
4223,0.66549194
4224,0.41809118
4225,0.81908345
4226,0.3478118
4227,0.55795574
4228,0.5116759
4229,0.29246572
4230,0.41119298
4231,0.34257197
4232,0.4549944
4233,0.5455447
4234,0.38337827
4235,0.33968526
4236,0.32116643
4237,0.8216937
4238,0.3585698
4239,0.5010638
4240,0.5957295
4241,0.40624395
4242,0.54142916
4243,0.43212637
4244,0.47331056
4245,0.5780622
4246,0.54786944
4247,0.20490114
4248,0.6822465
4249,0.47054675
4250,0.7267597
4251,0.321315
4252,0.37062076
4253,0.6659493
4254,0.40546167
4255,0.74541587
4256,0.4218887
4257,0.4425191
4258,0.42355
4259,0.45818192
4260,0.45238298
4261,0.44778696
4262,0.35202968
4263,0.5454518
4264,0.61822367
4265,0.540363
4266,0.50418156
4267,0.59772885
4268,0.38801572
4269,0.5100204
4270,0.27426013
4271,0.6208531
4272,0.33075997
4273,0.7086326
4274,0.47250414
4275,0.494461
4276,0.41920537
4277,0.63275677
4278,0.61437774
4279,0.5662918
4280,0.4319585
4281,0.3661455
4282,0.50298196
4283,0.51788473
4284,0.52326155
4285,0.43228322
4286,0.4596792
4287,0.3707899
4288,0.5218654
4289,0.333284
4290,0.6139985
4291,0.37888303
4292,0.35350066
4293,0.5737187
4294,0.47561112
4295,0.51358265
4296,0.49411055
4297,0.6535666
4298,0.45754075
4299,0.52405137
4300,0.27590942
4301,0.34118885
4302,0.5117681
4303,0.5104066
4304,0.6162876
4305,0.16559687
4306,0.4480288
4307,0.3815303
4308,0.5355575
4309,0.44612348
4310,0.5311211
4311,0.5197514
4312,0.4661612
4313,0.28118923
4314,0.28948364
4315,0.1532264
4316,0.45759875
4317,0.35360298
4318,0.5140805
4319,0.37215352
4320,0.40049216
4321,0.39775845
4322,0.5366126
4323,0.5759791
4324,0.55912596
4325,0.62734115
4326,0.6066736
4327,0.696312
4328,0.4639823
4329,0.37040126
4330,0.61547357
4331,0.56969994
4332,0.5993813
4333,0.5311527
4334,0.6342843
4335,0.798181
4336,0.537689
4337,0.47705764
4338,0.3758689
4339,0.5381822
4340,0.4424182
4341,0.56922364
4342,0.5947674
4343,0.49419534
4344,0.43539816
4345,0.5634834
4346,0.28751415
4347,0.52405137
4348,0.5218921
4349,0.60838103
4350,0.7154883
4351,0.7200993
4352,0.6649087
4353,0.3994286
4354,0.57342976
4355,0.6719559
4356,0.58142936
4357,0.3508276
4358,0.5376309
4359,0.5736751
4360,0.47426856
4361,0.3789467
4362,0.46467847
4363,0.49525785
4364,0.6554157
4365,0.43431765
4366,0.61815697
4367,0.81589395
4368,0.63116974
4369,0.19129995
4370,0.59671056
4371,0.41509104
4372,0.46858162
4373,0.6013266
4374,0.5246088
4375,0.5584503
4376,0.5058695
4377,0.44816762
4378,0.6677468
4379,0.5244769
4380,0.5101778
4381,0.24401854
4382,0.537279
4383,0.44466773
4384,0.27376372
4385,0.5175556
4386,0.32120094
4387,0.5946154
4388,0.19873531
4389,0.5739405
4390,0.38021964
4391,0.39962137
4392,0.57765937
4393,0.4968255
4394,0.4194218
4395,0.47693846
4396,0.53427696
4397,0.44612348
4398,0.3479519
4399,0.4006564
4400,0.5038051
4401,0.537279
4402,0.52586275
4403,0.5732647
4404,0.44106162
4405,0.6217189
4406,0.64552164
4407,0.76779044
4408,0.38115123
4409,0.37643862
4410,0.33203733
4411,0.4048113
4412,0.24659583
4413,0.45921072
4414,0.5331208
4415,0.5189559
4416,0.4552594
4417,0.566185
4418,0.47831795
4419,0.38271967
4420,0.5638765
4421,0.56107104
4422,0.4799022
4423,0.27788752
4424,0.55935264
4425,0.61677074
4426,0.4447755
4427,0.28620514
4428,0.4495401
4429,0.56044966
4430,0.5103169
4431,0.2569805
4432,0.4480288
4433,0.5471972
4434,0.44900298
4435,0.47970194
4436,0.7081809
4437,0.55214566
4438,0.49715137
4439,0.3622218
4440,0.5775597
4441,0.5253253
4442,0.6588698
4443,0.8239185
4444,0.52177995
4445,0.3537775
4446,0.5497145
4447,0.8464847
4448,0.5863467
4449,0.7611709
4450,0.52818364
4451,0.49817765
4452,0.51333725
4453,0.43582982
4454,0.54100096
4455,0.50255376
4456,0.33847323
4457,0.65919745
4458,0.55205774
4459,0.5060574
4460,0.68862355
4461,0.6176033
4462,0.7855132
4463,0.7510445
4464,0.6107835
4465,0.84343684
4466,0.6825187
4467,0.3234421
4468,0.52787006
4469,0.3815626
4470,0.48119953
4471,0.53707814
4472,0.36888427
4473,0.5206679
4474,0.267192
4475,0.5805832
4476,0.62262297
4477,0.6492686
4478,0.39938974
4479,0.4369946
4480,0.52922684
4481,0.67486286
4482,0.70865816
4483,0.33443606
4484,0.46751904
4485,0.32321268
4486,0.42575857
4487,0.3565205
4488,0.6440439
4489,0.66303104
4490,0.28321666
4491,0.52891004
4492,0.7327964
4493,0.26735404
4494,0.55521554
4495,0.4289251
4496,0.37183762
4497,0.65302634
4498,0.55939955
4499,0.57765937
4500,0.6192507
4501,0.3825975
4502,0.6074664
4503,0.34202442
4504,0.51355714
4505,0.52343875
4506,0.5473145
4507,0.59665066
4508,0.531725
4509,0.31788626
4510,0.43991855
4511,0.6189379
4512,0.45818192
4513,0.4360637
4514,0.55228305
4515,0.50550014
4516,0.73683107
4517,0.7492756
4518,0.4160242
4519,0.56129545
4520,0.40169865
4521,0.51059085
4522,0.512178
4523,0.6671265
4524,0.5505044
4525,0.73209274
4526,0.3893807
4527,0.46983963
4528,0.49692008
4529,0.42019325
4530,0.6235382
4531,0.3792192
4532,0.5587651
4533,0.6366899
4534,0.36956492
4535,0.45833758
4536,0.6514776
4537,0.43282735
4538,0.23375042
4539,0.57794636
4540,0.486742
4541,0.38896203
4542,0.1722335
4543,0.6053994
4544,0.5008999
4545,0.57330245
4546,0.50298196
4547,0.56852764
4548,0.50719476
4549,0.44093165
4550,0.3497983
4551,0.53954184
4552,0.47876325
4553,0.4021766
4554,0.31862447
4555,0.53663224
4556,0.3579872
4557,0.6507955
4558,0.2389385
4559,0.47705764
4560,0.46102828
4561,0.48133925
4562,0.5495375
4563,0.67824143
4564,0.7651432
4565,0.35454816
4566,0.5021023
4567,0.37244782
4568,0.5584309
4569,0.42656904
4570,0.36430988
4571,0.4773833
4572,0.5235221
4573,0.5521478
4574,0.5915988
4575,0.55597717
4576,0.43061084
4577,0.5550161
4578,0.36075756
4579,0.56815165
4580,0.68835765
4581,0.45818192
4582,0.509401
4583,0.2825706
4584,0.4378498
4585,0.49670923
4586,0.5401618
4587,0.50550014
4588,0.46751904
4589,0.51837784
4590,0.5201558
4591,0.61127865
4592,0.6289474
4593,0.318417
4594,0.28910512
4595,0.5038051
4596,0.35696977
4597,0.34319234
4598,0.52560633
4599,0.36571136
4600,0.46340713
4601,0.26527306
4602,0.48016796
4603,0.34319234
4604,0.72285575
4605,0.45192283
4606,0.55464673
4607,0.4562328
4608,0.4480219
4609,0.3633091
4610,0.52027136
4611,0.46129006
4612,0.47524875
4613,0.48747307
4614,0.40109015
4615,0.6512419
4616,0.3979738
4617,0.42285737
4618,0.4652669
4619,0.4297757
4620,0.53365517
4621,0.5503142
4622,0.4666376
4623,0.5165099
4624,0.6496522
4625,0.44834584
4626,0.42178828
4627,0.65840715
4628,0.8665272
4629,0.4834373
4630,0.56098825
4631,0.43480927
4632,0.4740222
4633,0.35778737
4634,0.36551782
4635,0.45773664
4636,0.41926688
4637,0.5466563
4638,0.5665161
4639,0.5539817
4640,0.3543509
4641,0.6028547
4642,0.7330637
4643,0.42437097
4644,0.52820945
4645,0.5828788
4646,0.5030089
4647,0.586092
4648,0.49312797
4649,0.5951843
4650,0.5521874
4651,0.53226626
4652,0.5037644
4653,0.63007516
4654,0.59102565
4655,0.43342313
4656,0.47099465
4657,0.34461877
4658,0.6396408
4659,0.43969253
4660,0.4888872
4661,0.47417772
4662,0.3559494
4663,0.7570359
4664,0.5037391
4665,0.36157426
4666,0.612414
4667,0.33250567
4668,0.35817528
4669,0.57675797
4670,0.4727877
4671,0.48259372
4672,0.5699747
4673,0.5005249
4674,0.47628513
4675,0.6420572
4676,0.44694543
4677,0.5827139
4678,0.3409452
4679,0.50126386
4680,0.5597203
4681,0.53513485
4682,0.71584433
4683,0.48942742
4684,0.6514776
4685,0.41369522
4686,0.36571983
4687,0.3346236
4688,0.58751744
4689,0.46808812
4690,0.57118475
4691,0.4895656
4692,0.5104488
4693,0.5873197
4694,0.29314286
4695,0.417884
4696,0.52886355
4697,0.37075734
4698,0.5503162
4699,0.65055996
4700,0.40616152
4701,0.5491784
4702,0.4380648
4703,0.40455788
4704,0.6328278
4705,0.43917602
4706,0.48136157
4707,0.5942811
4708,0.43961406
4709,0.4658344
4710,0.5232451
4711,0.45480436
4712,0.5581932
4713,0.66171926
4714,0.5993813
4715,0.5478532
4716,0.3940823
4717,0.49015632
4718,0.6017426
4719,0.48179588
4720,0.5030089
4721,0.30562472
4722,0.40035018
4723,0.5123867
4724,0.65699536
4725,0.4444516
4726,0.6435474
4727,0.6359589
4728,0.59087086
4729,0.4913736
4730,0.42433515
4731,0.616205
4732,0.24488494
4733,0.53679794
4734,0.5975342
4735,0.6230471
4736,0.5680647
4737,0.5351074
4738,0.40906358
4739,0.57330245
4740,0.21043117
4741,0.7423403
4742,0.516925
4743,0.40788004
4744,0.48883727
4745,0.445379
4746,0.41820893
4747,0.52121085
4748,0.57752275
4749,0.5602994
4750,0.49453074
4751,0.6101412
4752,0.5064847
4753,0.5623178
4754,0.40659723
4755,0.56420344
4756,0.5354331
4757,0.5213196
4758,0.5824385
4759,0.42088464
4760,0.40848666
4761,0.34436598
4762,0.49069193
4763,0.51761794
4764,0.52477366
4765,0.6330391
4766,0.5360057
4767,0.6265022
4768,0.69899637
4769,0.33883283
4770,0.37356362
4771,0.4562328
4772,0.5024959
4773,0.63144684
4774,0.41384315
4775,0.5224607
4776,0.44463336
4777,0.43784767
4778,0.48994473
4779,0.3346236
4780,0.407399
4781,0.66044676
4782,0.6139985
4783,0.65598553
4784,0.51185876
4785,0.51167506
4786,0.42953813
4787,0.51761794
4788,0.56608695
4789,0.3570481
4790,0.5698164
4791,0.487775
4792,0.509581
4793,0.19658221
4794,0.6535666
4795,0.41765606
4796,0.5343248
