,country,count_total,cust_id,churn
2227,CD,147,6,No
2228,AB,103,12,No
2229,AB,107,18,No
2230,CD,91,12,Yes
2231,AB,11,15,Yes
2232,AB,118,3,Yes
2233,AB,23,8,Yes
2234,CD,84,15,No
2235,AB,107,7,No
2236,CD,139,13,No
2237,AB,28,7,No
2238,AB,42,11,No
2239,CD,151,3,No
2240,CD,104,8,No
2241,CD,1,15,Yes
2242,CD,174,5,No
2243,AB,153,8,No
2244,CD,103,11,Yes
2245,AB,75,7,Yes
2246,CD,71,17,Yes
2247,CD,150,4,Yes
2248,AB,5,11,No
2249,AB,30,18,Yes
2250,CD,165,9,No
2251,CD,160,19,No
2252,AB,64,12,Yes
2253,AB,126,19,Yes
2254,AB,91,7,Yes
2255,CD,34,13,Yes
2256,CD,146,4,No
2257,AB,157,17,No
2258,CD,29,18,Yes
2259,CD,154,15,Yes
2260,CD,69,17,Yes
2261,AB,171,13,No
2262,AB,45,6,Yes
2263,AB,82,6,Yes
2264,CD,119,1,No
2265,CD,154,13,Yes
2266,AB,166,10,Yes
2267,AB,141,1,Yes
2268,AB,128,5,Yes
2269,AB,98,12,Yes
2270,CD,174,15,No
2271,AB,108,15,Yes
2272,AB,122,19,Yes
2273,CD,103,6,Yes
2274,AB,146,4,Yes
2275,AB,31,7,Yes
2276,CD,9,15,No
2277,CD,104,5,No
2278,AB,137,10,Yes
2279,AB,37,3,Yes
2280,CD,126,13,Yes
2281,CD,83,2,No
2282,CD,45,5,Yes
2283,CD,145,10,No
2284,CD,154,13,Yes
2285,CD,128,6,Yes
2286,AB,118,1,Yes
2287,CD,38,6,No
2288,AB,1,13,No
2289,AB,146,9,No
2290,CD,108,19,No
2291,CD,140,17,Yes
2292,AB,155,11,No
2293,AB,109,7,Yes
2294,CD,42,15,No
2295,AB,54,19,Yes
2296,AB,48,3,No
2297,AB,109,8,Yes
2298,AB,36,3,Yes
2299,AB,97,19,Yes
2300,AB,100,6,No
2301,AB,88,14,No
2302,CD,166,11,Yes
2303,AB,142,8,No
2304,AB,148,10,No
2305,AB,99,18,Yes
2306,AB,113,17,No
2307,CD,128,14,Yes
2308,AB,24,13,No
2309,CD,108,1,Yes
2310,CD,116,8,No
2311,CD,22,3,Yes
2312,AB,178,9,No
2313,CD,140,8,No
2314,AB,154,17,Yes
2315,CD,44,2,Yes
2316,AB,177,15,No
2317,AB,72,10,Yes
2318,CD,35,8,No
2319,AB,37,8,Yes
2320,AB,37,19,Yes
2321,CD,91,12,No
2322,CD,165,15,Yes
2323,AB,114,18,Yes
2324,CD,4,12,Yes
2325,CD,98,9,No
2326,CD,93,1,No
2327,AB,8,11,No
2328,AB,36,17,No
2329,CD,8,17,No
2330,CD,173,2,Yes
2331,AB,143,6,No
2332,AB,34,2,Yes
2333,AB,46,8,No
2334,CD,45,11,No
2335,CD,28,13,No
2336,AB,1,10,No
2337,AB,130,15,Yes
2338,CD,96,13,No
2339,CD,170,3,Yes
2340,AB,178,16,Yes
2341,AB,164,17,Yes
2342,CD,98,2,No
2343,CD,99,13,Yes
2344,AB,163,10,No
2345,AB,98,3,Yes
2346,CD,68,13,No
2347,CD,85,2,Yes
2348,CD,103,10,No
2349,AB,5,18,No
2350,CD,145,19,No
2351,CD,121,7,No
2352,CD,139,1,Yes
2353,CD,144,4,Yes
2354,AB,2,9,No
2355,CD,119,5,Yes
2356,AB,4,5,Yes
2357,CD,97,6,No
2358,AB,38,14,No
2359,CD,101,15,Yes
2360,AB,90,18,Yes
2361,AB,67,8,Yes
2362,AB,83,17,No
2363,AB,119,18,Yes
2364,AB,8,2,No
2365,AB,20,6,Yes
2366,CD,63,18,No
2367,AB,162,12,Yes
2368,CD,122,16,No
2369,AB,74,19,No
2370,AB,86,12,Yes
2371,CD,101,11,Yes
2372,AB,170,3,Yes
2373,AB,174,14,Yes
2374,AB,150,3,No
2375,CD,65,16,Yes
2376,AB,11,13,Yes
2377,AB,90,11,No
2378,AB,66,18,No
2379,AB,164,17,No
2380,CD,55,8,Yes
2381,CD,161,19,Yes
2382,CD,135,10,Yes
2383,AB,77,7,Yes
2384,CD,8,9,Yes
2385,CD,6,7,Yes
2386,AB,163,2,No
2387,CD,40,11,No
2388,CD,103,12,Yes
2389,AB,25,10,Yes
2390,AB,151,17,No
2391,AB,84,2,No
2392,AB,9,9,Yes
2393,CD,81,15,No
2394,AB,50,15,No
2395,CD,81,15,Yes
2396,AB,131,4,No
2397,CD,149,9,Yes
2398,AB,46,3,No
2399,AB,165,14,No
2400,CD,167,14,Yes
2401,AB,23,13,Yes
2402,AB,51,6,Yes
2403,AB,151,14,No
2404,AB,67,10,Yes
2405,CD,17,5,No
2406,AB,138,14,Yes
2407,CD,1,3,No
2408,CD,4,2,Yes
2409,CD,72,12,Yes
2410,CD,108,2,No
2411,CD,102,13,Yes
2412,CD,165,10,Yes
2413,AB,124,8,Yes
2414,AB,8,15,No
2415,CD,102,17,Yes
2416,CD,73,4,No
2417,CD,142,3,No
2418,AB,171,12,Yes
2419,CD,62,7,No
2420,AB,74,5,No
2421,AB,85,6,No
2422,CD,83,6,Yes
2423,CD,66,12,Yes
2424,CD,42,19,Yes
2425,CD,94,19,Yes
2426,AB,167,16,No
2427,AB,139,18,No
2428,CD,47,8,Yes
2429,CD,19,13,Yes
2430,AB,4,16,No
2431,AB,28,12,No
2432,CD,124,19,No
2433,AB,3,11,No
2434,AB,59,1,Yes
2435,CD,42,14,No
2436,CD,71,4,No
2437,AB,130,3,No
2438,AB,174,16,No
2439,CD,61,6,Yes
2440,CD,179,4,Yes
2441,CD,163,1,Yes
2442,CD,22,11,Yes
2443,CD,154,16,Yes
2444,CD,168,8,No
2445,AB,58,10,Yes
2446,AB,87,11,No
2447,CD,110,3,Yes
2448,AB,17,4,No
2449,AB,151,5,Yes
2450,CD,157,15,No
2451,CD,122,7,No
2452,CD,162,14,No
2453,CD,37,19,Yes
2454,CD,28,1,No
2455,CD,13,8,Yes
2456,AB,177,10,No
2457,AB,144,3,Yes
2458,CD,125,2,Yes
2459,AB,68,4,Yes
2460,AB,99,11,No
2461,CD,161,14,No
2462,CD,23,8,No
2463,CD,105,5,Yes
2464,CD,162,4,No
2465,AB,167,14,Yes
2466,AB,55,10,Yes
2467,AB,84,16,Yes
2468,AB,175,17,No
2469,AB,136,15,Yes
2470,AB,94,3,No
2471,CD,6,18,Yes
2472,CD,179,15,No
2473,AB,133,7,No
2474,AB,6,10,No
2475,CD,47,3,Yes
2476,AB,127,18,No
2477,CD,104,2,Yes
2478,AB,140,2,Yes
2479,AB,143,13,Yes
2480,AB,55,7,No
2481,AB,98,19,Yes
2482,CD,6,16,Yes
2483,CD,28,8,No
2484,CD,128,10,No
2485,CD,157,7,No
2486,CD,153,12,Yes
2487,CD,8,19,Yes
2488,AB,49,4,Yes
2489,CD,58,3,No
2490,CD,165,17,Yes
2491,CD,66,9,No
2492,CD,47,18,No
2493,AB,127,16,No
2494,CD,161,6,Yes
2495,CD,136,13,Yes
2496,CD,22,7,Yes
2497,CD,55,3,Yes
2498,CD,156,16,Yes
2499,CD,16,10,No
2500,CD,115,7,Yes
2501,AB,50,18,Yes
2502,CD,81,19,No
2503,AB,83,1,Yes
2504,CD,58,15,Yes
2505,CD,25,6,Yes
2506,CD,38,6,Yes
2507,CD,179,8,No
2508,AB,26,4,No
2509,CD,78,8,Yes
2510,AB,53,10,No
2511,CD,107,12,Yes
2512,AB,18,9,Yes
2513,AB,95,5,Yes
2514,AB,20,1,No
2515,CD,57,5,No
2516,AB,49,1,No
2517,CD,103,8,No
2518,CD,178,7,Yes
2519,AB,146,16,Yes
2520,CD,60,16,No
2521,AB,153,10,No
2522,AB,4,2,No
2523,CD,6,16,No
2524,AB,152,4,No
2525,CD,95,9,No
2526,AB,169,5,Yes
2527,AB,88,17,Yes
2528,CD,168,16,No
2529,CD,22,15,No
2530,CD,78,3,Yes
2531,CD,59,19,No
2532,CD,178,8,No
2533,CD,66,11,No
2534,CD,148,4,Yes
2535,CD,11,3,No
2536,AB,126,16,No
2537,AB,176,15,Yes
2538,CD,35,1,No
2539,CD,4,11,No
2540,CD,39,1,Yes
2541,CD,163,7,Yes
2542,AB,177,8,No
2543,CD,173,6,No
2544,CD,162,10,No
2545,CD,95,8,No
2546,CD,91,2,No
2547,AB,106,14,Yes
2548,CD,123,17,No
2549,CD,20,4,Yes
2550,CD,24,12,Yes
2551,AB,102,2,No
2552,CD,152,13,No
2553,CD,73,18,Yes
2554,AB,173,2,No
2555,AB,59,2,No
2556,AB,27,10,Yes
2557,CD,87,17,Yes
2558,AB,79,12,Yes
2559,CD,119,17,No
2560,AB,97,8,No
2561,AB,129,7,No
2562,CD,174,8,Yes
2563,CD,166,12,No
2564,CD,116,19,Yes
2565,CD,125,15,Yes
2566,CD,76,14,No
2567,CD,8,15,Yes
2568,CD,163,18,Yes
2569,CD,10,14,Yes
2570,AB,148,3,Yes
2571,AB,141,19,Yes
2572,AB,106,11,Yes
2573,AB,43,11,No
2574,CD,42,10,No
2575,AB,37,9,No
2576,AB,20,1,No
2577,AB,110,13,No
2578,CD,76,17,Yes
2579,CD,141,12,No
2580,AB,16,4,No
2581,AB,175,2,Yes
2582,AB,101,8,Yes
2583,AB,155,6,Yes
2584,AB,86,10,No
2585,CD,33,17,No
2586,AB,66,1,Yes
2587,CD,168,9,No
2588,CD,85,14,No
2589,AB,116,14,No
2590,AB,131,4,Yes
2591,CD,129,14,Yes
2592,AB,137,6,No
2593,CD,31,16,No
2594,CD,96,19,Yes
2595,CD,44,2,Yes
2596,CD,126,16,No
2597,AB,123,8,Yes
2598,AB,131,4,Yes
2599,CD,58,5,No
2600,CD,4,16,Yes
2601,CD,20,11,Yes
2602,CD,67,4,No
2603,CD,38,9,Yes
2604,AB,167,18,Yes
2605,CD,95,19,Yes
2606,CD,91,11,Yes
2607,CD,159,18,Yes
2608,CD,60,13,No
2609,CD,23,18,Yes
2610,AB,76,14,Yes
2611,CD,127,19,Yes
2612,CD,88,19,No
2613,CD,54,10,Yes
2614,AB,74,4,No
2615,AB,82,1,Yes
2616,CD,53,17,Yes
2617,CD,56,2,Yes
2618,CD,83,14,Yes
2619,AB,93,17,No
2620,AB,84,7,No
2621,AB,73,17,Yes
2622,AB,115,15,Yes
2623,AB,7,14,Yes
2624,CD,53,17,No
2625,AB,119,6,Yes
2626,CD,127,4,No
2627,CD,57,12,Yes
2628,CD,30,7,Yes
2629,CD,168,13,Yes
2630,AB,173,9,Yes
2631,CD,126,19,Yes
2632,AB,52,9,Yes
2633,AB,159,12,Yes
2634,CD,104,10,No
2635,CD,58,6,No
2636,CD,86,8,No
2637,AB,10,14,No
2638,AB,73,14,Yes
2639,CD,151,9,No
2640,CD,140,7,No
2641,AB,35,4,Yes
2642,AB,56,7,No
2643,AB,39,15,Yes
2644,AB,175,15,No
2645,AB,170,12,No
2646,AB,70,19,Yes
2647,CD,166,4,No
2648,CD,109,3,Yes
2649,AB,44,18,Yes
2650,CD,139,14,No
2651,CD,117,17,No
2652,AB,56,17,No
2653,CD,174,7,No
2654,CD,88,10,No
2655,CD,19,17,Yes
2656,AB,50,18,Yes
2657,CD,65,5,Yes
2658,AB,168,16,No
2659,CD,61,13,Yes
2660,CD,24,10,No
2661,AB,93,16,Yes
2662,CD,36,9,Yes
2663,CD,160,11,Yes
2664,CD,128,18,Yes
2665,CD,26,11,Yes
2666,CD,115,3,No
2667,CD,133,1,No
2668,CD,146,15,No
2669,CD,163,9,Yes
2670,CD,44,11,Yes
2671,AB,165,13,Yes
2672,CD,28,16,Yes
2673,CD,14,17,Yes
2674,AB,100,16,No
2675,AB,68,8,Yes
2676,AB,128,18,No
2677,AB,125,6,Yes
2678,CD,163,14,No
2679,AB,139,2,Yes
2680,CD,114,2,Yes
2681,CD,140,19,No
2682,CD,116,13,Yes
2683,CD,139,14,Yes
2684,CD,28,11,Yes
2685,AB,56,3,No
2686,CD,165,10,Yes
2687,AB,58,12,Yes
2688,AB,1,15,Yes
2689,CD,87,2,No
2690,AB,83,3,No
2691,AB,39,11,No
2692,CD,93,6,Yes
2693,AB,8,8,Yes
2694,AB,32,18,Yes
2695,AB,53,5,No
2696,CD,74,7,Yes
2697,AB,177,8,Yes
2698,AB,136,8,No
2699,AB,78,12,Yes
2700,CD,10,13,No
2701,AB,123,6,Yes
2702,AB,84,15,No
2703,CD,93,18,No
2704,AB,30,11,Yes
2705,CD,145,1,No
2706,CD,126,16,No
2707,CD,82,10,No
2708,CD,46,16,Yes
2709,CD,171,11,Yes
2710,CD,49,4,No
2711,CD,46,3,No
2712,CD,150,14,No
2713,AB,87,13,Yes
2714,CD,49,12,Yes
2715,CD,11,10,No
2716,AB,76,4,Yes
2717,AB,38,7,No
2718,CD,57,5,No
2719,AB,77,4,Yes
2720,CD,50,6,Yes
2721,AB,80,14,No
2722,CD,82,6,No
2723,AB,104,18,Yes
2724,CD,153,15,Yes
2725,CD,64,13,Yes
2726,CD,130,1,Yes
2727,AB,85,7,No
2728,CD,129,13,Yes
2729,AB,174,18,No
2730,CD,169,3,Yes
2731,AB,37,5,Yes
2732,CD,39,9,No
2733,AB,64,13,No
2734,AB,152,8,Yes
2735,AB,11,6,Yes
2736,AB,174,6,No
2737,AB,125,1,Yes
2738,CD,124,13,Yes
2739,CD,28,16,No
2740,AB,150,12,No
2741,CD,27,9,No
2742,AB,175,19,Yes
2743,CD,167,14,No
2744,CD,150,14,Yes
2745,CD,51,6,No
2746,CD,178,4,Yes
2747,CD,124,9,Yes
2748,CD,46,2,Yes
2749,AB,126,19,No
2750,CD,84,6,Yes
2751,AB,54,11,No
2752,AB,174,17,No
2753,CD,41,2,Yes
2754,AB,128,4,No
2755,AB,40,2,No
2756,CD,7,4,Yes
2757,AB,117,7,Yes
2758,CD,123,6,Yes
2759,CD,90,11,Yes
2760,AB,150,9,Yes
2761,CD,107,7,No
2762,CD,54,6,No
2763,AB,161,18,Yes
2764,CD,84,10,No
2765,AB,125,4,No
2766,AB,168,11,No
2767,AB,115,6,No
2768,CD,147,11,Yes
2769,CD,97,16,Yes
2770,AB,4,10,Yes
2771,AB,115,2,Yes
2772,AB,139,11,No
2773,CD,25,2,No
2774,CD,14,5,Yes
2775,AB,107,10,Yes
2776,CD,1,15,No
2777,AB,178,2,No
2778,CD,171,2,No
2779,CD,101,13,No
2780,CD,96,7,Yes
2781,AB,150,1,No
2782,CD,55,12,Yes
2783,CD,74,19,No
2784,AB,69,14,Yes
2785,CD,161,15,Yes
2786,AB,31,10,Yes
2787,CD,112,5,No
2788,AB,60,4,Yes
2789,CD,152,3,Yes
2790,CD,13,19,Yes
2791,CD,95,1,No
2792,CD,58,6,Yes
2793,CD,36,19,Yes
2794,AB,173,10,Yes
2795,CD,76,2,Yes
2796,AB,143,16,No
2797,CD,176,3,Yes
2798,AB,38,3,No
2799,AB,131,19,Yes
2800,CD,154,14,No
2801,CD,5,17,No
2802,AB,89,13,Yes
2803,AB,122,16,No
2804,CD,18,10,Yes
2805,CD,24,3,No
2806,AB,5,11,No
2807,CD,169,5,No
2808,AB,46,2,Yes
2809,AB,178,17,Yes
2810,AB,14,14,No
2811,CD,94,19,Yes
2812,AB,25,9,No
2813,AB,165,15,Yes
2814,AB,43,13,No
2815,CD,64,8,No
2816,AB,67,19,No
2817,CD,164,1,No
2818,CD,146,19,No
2819,AB,143,17,Yes
2820,AB,101,11,Yes
2821,CD,93,15,Yes
2822,CD,131,16,Yes
2823,CD,43,12,Yes
2824,CD,20,14,Yes
2825,CD,123,13,No
2826,AB,146,18,No
2827,CD,11,12,No
2828,CD,179,18,No
2829,CD,131,5,Yes
2830,AB,14,7,Yes
2831,CD,135,14,No
2832,AB,70,10,No
2833,CD,39,8,Yes
2834,CD,118,2,No
2835,AB,123,3,Yes
2836,AB,86,1,No
2837,AB,54,3,No
2838,CD,86,9,No
2839,CD,40,16,Yes
2840,CD,44,17,No
2841,AB,174,15,Yes
2842,AB,139,17,Yes
2843,CD,90,19,Yes
2844,CD,56,10,Yes
2845,CD,86,1,No
2846,AB,131,6,Yes
2847,AB,155,1,Yes
2848,CD,58,7,Yes
2849,AB,138,8,Yes
2850,AB,56,4,Yes
2851,AB,59,10,Yes
2852,AB,55,6,No
2853,AB,54,11,Yes
2854,AB,147,3,Yes
2855,AB,157,5,Yes
2856,CD,71,6,Yes
2857,AB,157,2,Yes
2858,CD,81,3,No
2859,CD,11,13,Yes
2860,AB,94,15,No
2861,CD,65,19,Yes
2862,CD,24,10,Yes
2863,AB,32,3,No
2864,CD,37,17,No
2865,AB,159,18,No
2866,AB,66,13,Yes
2867,CD,137,17,No
2868,CD,1,4,No
2869,CD,146,18,Yes
2870,CD,168,9,No
2871,AB,47,14,No
2872,CD,170,2,Yes
2873,AB,87,19,No
2874,AB,25,3,Yes
2875,AB,32,16,Yes
2876,CD,46,6,Yes
2877,CD,104,10,Yes
2878,CD,124,12,Yes
2879,CD,107,3,No
2880,AB,76,9,No
2881,AB,60,17,No
2882,CD,4,1,Yes
2883,CD,155,3,No
2884,CD,111,9,No
2885,AB,119,9,Yes
2886,CD,64,5,No
2887,AB,37,3,Yes
2888,CD,79,13,Yes
2889,CD,77,3,No
2890,CD,68,2,No
2891,CD,156,3,Yes
2892,CD,17,8,No
2893,AB,166,8,No
2894,AB,72,8,No
2895,AB,129,19,No
2896,CD,76,13,Yes
2897,CD,172,12,Yes
2898,CD,5,5,No
2899,AB,137,16,No
2900,CD,130,19,No
2901,AB,161,7,No
2902,CD,56,2,No
2903,CD,128,11,Yes
2904,AB,74,19,No
2905,CD,173,7,Yes
2906,AB,70,6,No
2907,CD,56,10,No
2908,AB,143,4,No
2909,CD,112,6,No
2910,AB,23,4,No
2911,CD,53,12,No
2912,AB,78,9,Yes
2913,CD,59,15,Yes
2914,CD,140,8,Yes
2915,CD,43,4,Yes
2916,CD,179,13,Yes
2917,CD,86,10,No
2918,AB,103,12,No
2919,CD,77,17,Yes
2920,CD,37,3,Yes
2921,AB,5,15,Yes
2922,AB,30,9,Yes
2923,CD,123,8,Yes
2924,AB,155,2,No
2925,AB,3,16,Yes
2926,CD,73,3,Yes
2927,AB,57,17,No
2928,CD,140,17,Yes
2929,CD,27,5,No
2930,CD,92,2,No
2931,AB,93,4,Yes
2932,AB,122,17,Yes
2933,AB,40,8,No
2934,CD,158,2,Yes
2935,CD,57,17,No
2936,AB,101,13,Yes
2937,AB,53,16,No
2938,AB,173,1,Yes
2939,CD,11,12,No
2940,AB,155,5,No
2941,AB,167,2,No
2942,CD,34,11,Yes
2943,CD,149,2,Yes
2944,AB,165,3,No
2945,AB,29,2,No
2946,CD,17,5,No
2947,AB,149,10,Yes
2948,CD,26,10,No
2949,AB,92,16,Yes
2950,CD,61,14,No
2951,CD,142,14,Yes
2952,CD,8,2,Yes
2953,AB,61,6,Yes
2954,AB,152,15,No
2955,AB,107,12,No
2956,AB,79,13,Yes
2957,AB,164,10,Yes
2958,AB,85,1,No
2959,AB,171,2,No
2960,AB,44,3,Yes
2961,AB,91,8,No
2962,AB,22,8,Yes
2963,AB,115,8,No
2964,AB,15,4,Yes
2965,AB,37,7,No
2966,AB,170,11,Yes
2967,AB,51,4,No
2968,CD,58,19,Yes
2969,AB,18,18,Yes
2970,AB,70,1,Yes
2971,AB,17,1,Yes
2972,CD,7,10,No
2973,CD,177,5,No
2974,AB,179,5,No
2975,CD,15,13,No
2976,AB,176,12,No
2977,CD,24,14,Yes
2978,CD,21,12,No
2979,CD,155,15,Yes
2980,AB,131,15,Yes
2981,CD,162,18,No
2982,CD,24,8,Yes
2983,AB,52,15,No
2984,CD,80,2,No
2985,CD,51,13,No
2986,AB,37,1,Yes
2987,AB,142,19,No
2988,AB,83,16,Yes
2989,CD,23,16,No
2990,CD,119,19,Yes
2991,CD,50,19,No
2992,CD,21,13,No
2993,AB,87,5,No
2994,CD,26,9,Yes
2995,CD,58,3,Yes
2996,CD,15,8,Yes
2997,CD,40,18,No
2998,CD,46,15,Yes
2999,CD,23,9,No
3000,CD,36,17,Yes
3001,CD,74,2,Yes
3002,AB,80,11,No
3003,CD,169,9,No
3004,AB,10,5,Yes
3005,CD,163,18,No
3006,CD,163,2,Yes
3007,CD,53,13,No
3008,AB,167,15,No
3009,CD,19,3,No
3010,AB,8,13,No
3011,AB,129,6,No
3012,CD,176,11,Yes
3013,AB,141,13,Yes
3014,CD,77,14,Yes
3015,CD,175,16,Yes
3016,AB,120,12,No
3017,AB,176,19,Yes
3018,AB,170,10,No
3019,AB,71,18,No
3020,AB,77,15,No
3021,AB,90,1,No
3022,CD,88,10,Yes
3023,AB,94,16,No
3024,AB,117,16,No
3025,CD,144,8,No
3026,AB,172,11,Yes
3027,AB,135,1,No
3028,CD,89,8,Yes
3029,CD,7,13,No
3030,AB,163,4,No
3031,CD,144,15,No
3032,CD,22,3,Yes
3033,CD,147,15,No
3034,AB,102,4,Yes
3035,CD,125,4,Yes
3036,AB,56,8,Yes
3037,AB,72,5,No
3038,AB,119,18,Yes
3039,CD,174,15,No
3040,AB,31,13,No
3041,CD,45,19,Yes
3042,AB,60,10,Yes
3043,CD,125,1,Yes
3044,AB,40,17,No
3045,CD,129,15,No
3046,AB,70,19,Yes
3047,CD,40,14,Yes
3048,CD,125,16,No
3049,CD,159,1,Yes
3050,AB,86,12,No
3051,AB,125,10,No
3052,AB,173,10,No
3053,AB,114,14,Yes
3054,AB,22,1,Yes
3055,AB,51,16,Yes
3056,AB,49,16,Yes
3057,AB,176,6,No
3058,AB,59,2,Yes
3059,AB,106,4,No
3060,CD,159,19,No
3061,CD,43,7,No
3062,AB,79,13,Yes
3063,AB,70,3,No
3064,CD,19,14,No
3065,CD,53,3,No
3066,CD,83,4,No
3067,CD,153,16,Yes
3068,AB,30,18,Yes
3069,AB,114,10,Yes
3070,CD,116,7,No
3071,CD,136,6,No
3072,AB,121,9,Yes
3073,AB,120,19,Yes
3074,AB,177,3,Yes
3075,CD,87,3,No
3076,CD,142,6,Yes
3077,CD,144,7,Yes
3078,AB,54,7,No
3079,AB,145,1,No
3080,CD,160,18,Yes
3081,AB,57,9,Yes
3082,CD,43,16,No
3083,AB,171,19,No
3084,AB,40,5,Yes
3085,CD,124,8,No
3086,AB,150,13,No
3087,CD,121,18,No
3088,CD,148,5,Yes
3089,AB,177,10,No
3090,AB,84,2,Yes
3091,CD,118,16,Yes
3092,AB,165,4,Yes
3093,AB,112,9,No
3094,CD,63,17,Yes
3095,AB,40,11,No
3096,AB,148,18,Yes
3097,CD,83,18,No
3098,AB,161,3,No
3099,AB,138,2,Yes
3100,AB,116,15,Yes
3101,CD,168,2,Yes
3102,AB,124,16,Yes
3103,AB,142,8,Yes
3104,CD,74,6,No
3105,AB,171,7,Yes
3106,AB,111,4,No
3107,AB,177,12,Yes
3108,CD,103,8,Yes
3109,AB,100,11,Yes
3110,CD,107,12,Yes
3111,CD,47,11,Yes
3112,AB,33,5,Yes
3113,AB,73,4,No
3114,CD,142,16,Yes
3115,AB,164,14,Yes
3116,AB,39,2,No
3117,AB,77,15,Yes
3118,AB,7,19,No
3119,AB,48,3,No
3120,CD,54,15,Yes
3121,AB,12,8,Yes
3122,AB,95,14,Yes
3123,AB,14,16,No
3124,CD,39,7,Yes
3125,AB,92,1,Yes
3126,AB,165,13,Yes
3127,CD,23,6,Yes
3128,AB,2,2,No
3129,CD,98,10,Yes
3130,CD,85,11,No
3131,CD,49,7,No
3132,AB,75,8,No
3133,AB,84,19,Yes
3134,CD,117,6,Yes
3135,CD,137,12,No
3136,AB,94,4,No
3137,AB,79,8,Yes
3138,CD,140,14,No
3139,AB,115,14,No
3140,CD,50,8,Yes
3141,CD,165,6,Yes
3142,CD,172,15,No
3143,AB,147,19,No
3144,AB,60,18,Yes
3145,CD,33,12,Yes
3146,AB,146,19,Yes
3147,AB,21,14,No
3148,AB,29,19,No
3149,AB,41,18,No
3150,CD,61,19,Yes
3151,CD,61,6,No
3152,AB,122,15,Yes
3153,AB,2,13,Yes
3154,AB,89,4,Yes
3155,CD,163,2,No
3156,AB,135,9,Yes
3157,AB,21,1,No
3158,CD,149,12,No
3159,CD,22,1,Yes
3160,CD,70,14,Yes
3161,CD,58,6,Yes
3162,AB,131,5,No
3163,CD,152,7,Yes
3164,CD,132,6,Yes
3165,CD,138,1,No
3166,AB,48,1,No
3167,AB,83,4,Yes
3168,AB,140,7,No
3169,AB,143,9,Yes
3170,AB,52,1,Yes
3171,AB,134,19,Yes
3172,CD,154,9,Yes
3173,CD,95,2,Yes
3174,AB,98,16,No
3175,CD,79,5,Yes
3176,CD,49,19,No
3177,CD,8,9,Yes
3178,CD,124,6,Yes
3179,CD,73,8,No
3180,AB,133,8,No
3181,CD,91,17,Yes
3182,AB,62,17,Yes
3183,AB,155,15,No
3184,AB,33,4,Yes
3185,CD,95,2,No
3186,CD,111,7,Yes
3187,CD,59,19,Yes
3188,CD,168,5,Yes
3189,CD,20,18,Yes
3190,AB,19,5,No
3191,CD,171,12,No
3192,AB,167,16,Yes
3193,AB,137,6,No
3194,AB,101,2,Yes
3195,CD,171,4,Yes
3196,AB,124,14,Yes
3197,AB,34,18,Yes
3198,CD,9,1,No
3199,AB,87,8,Yes
3200,CD,5,10,No
3201,CD,15,9,Yes
3202,AB,115,13,No
3203,AB,18,1,Yes
3204,CD,4,7,No
3205,AB,33,3,Yes
3206,CD,134,17,Yes
3207,CD,49,8,No
3208,CD,31,6,Yes
3209,AB,162,8,Yes
3210,AB,166,11,No
3211,CD,158,19,No
3212,CD,170,14,Yes
3213,CD,3,4,Yes
3214,CD,49,1,Yes
3215,AB,158,5,Yes
3216,AB,87,12,Yes
3217,AB,78,17,Yes
3218,CD,85,15,No
3219,CD,58,8,Yes
3220,CD,169,8,Yes
3221,CD,138,12,Yes
3222,AB,163,9,Yes
3223,AB,93,12,Yes
3224,AB,58,5,Yes
3225,CD,137,14,No
3226,AB,121,15,Yes
3227,CD,80,9,Yes
3228,CD,82,13,Yes
3229,AB,167,2,No
3230,CD,121,19,No
3231,CD,159,15,No
3232,AB,152,11,Yes
3233,CD,134,2,Yes
3234,AB,19,4,No
3235,CD,121,7,No
3236,AB,150,14,Yes
3237,AB,86,17,No
3238,AB,77,18,Yes
3239,AB,74,3,Yes
3240,AB,63,4,No
3241,CD,172,12,Yes
3242,CD,69,7,Yes
3243,CD,93,3,Yes
3244,CD,1,5,Yes
3245,AB,168,13,Yes
3246,CD,167,17,No
3247,CD,148,12,No
3248,AB,30,11,No
3249,CD,177,10,Yes
3250,CD,166,4,Yes
3251,AB,28,14,No
3252,AB,150,9,Yes
3253,AB,103,9,Yes
3254,CD,104,14,Yes
3255,CD,87,17,Yes
3256,CD,85,6,No
3257,CD,25,17,Yes
3258,CD,37,12,No
3259,AB,104,10,Yes
3260,AB,160,6,No
3261,AB,57,16,Yes
3262,AB,97,18,Yes
3263,AB,138,16,Yes
3264,CD,140,7,Yes
3265,CD,160,18,No
3266,AB,21,19,Yes
3267,CD,64,5,Yes
3268,CD,6,18,Yes
3269,AB,39,3,No
3270,CD,101,4,No
3271,AB,75,10,Yes
3272,AB,100,16,Yes
3273,CD,81,12,Yes
3274,AB,114,2,Yes
3275,AB,45,18,Yes
3276,CD,31,8,Yes
3277,CD,138,8,No
3278,CD,108,18,No
3279,CD,82,12,Yes
3280,CD,19,18,Yes
3281,AB,174,17,No
3282,AB,123,1,No
3283,CD,62,15,Yes
3284,AB,39,17,No
3285,AB,31,16,Yes
3286,CD,118,9,Yes
3287,AB,129,3,No
3288,AB,23,1,No
3289,CD,62,1,No
3290,CD,61,2,Yes
3291,AB,130,1,No
3292,CD,142,18,No
3293,CD,175,13,No
3294,AB,91,10,Yes
3295,AB,128,16,No
3296,CD,9,18,Yes
